As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,PFC,PREMIER FINANCIAL CORP COMMON STOCK USD.01,0.0405435500,2440719.9600000000
2021-02-28,AGYS,AGILYSYS INC COMMON STOCK USD.3,0.0405251900,2439614.6000000000
2021-02-28,SAFT,SAFETY INSURANCE GROUP INC COMMON STOCK USD.01,0.0405226200,2439459.8400000000
2021-02-28,PGNY,PROGYNY INC COMMON STOCK USD.0001,0.0404413900,2434569.7800000000
2021-02-28,BPFH,BOSTON PRIVATE FINL HOLDING COMMON STOCK USD1.0,0.0404297500,2433868.8000000000
2021-02-28,BRP,BRP GROUP INC A COMMON STOCK USD.01,0.0403591300,2429617.4000000000
2021-02-28,FIZZ,NATIONAL BEVERAGE CORP COMMON STOCK USD.01,0.0403511100,2429134.8800000000
2021-02-28,MIK,MICHAELS COS INC/THE COMMON STOCK USD.06775,0.0402653200,2423970.0000000000
2021-02-28,NVEE,NV5 GLOBAL INC COMMON STOCK USD.01,0.0402285500,2421756.7800000000
2021-02-28,AMSF,AMERISAFE INC COMMON STOCK USD.01,0.0402077500,2420504.2400000000
2021-02-28,MTSC,MTS SYSTEMS CORP COMMON STOCK USD.25,0.0401453200,2416745.9600000000
2021-02-28,STBA,S + T BANCORP INC COMMON STOCK USD2.5,0.0401307600,2415869.7600000000
2021-02-28,USNA,USANA HEALTH SCIENCES INC COMMON STOCK USD.001,0.0401106400,2414658.6800000000
2021-02-28,BSIG,BRIGHTSPHERE INVESTMENT GROU COMMON STOCK USD.001,0.0399667600,2405996.8000000000
2021-02-28,TMP,TOMPKINS FINANCIAL CORP COMMON STOCK USD.1,0.0397684600,2394059.4700000000
2021-02-28,BKE,BUCKLE INC/THE COMMON STOCK USD.01,0.0396685800,2388046.5600000000
2021-02-28,BRKL,BROOKLINE BANCORP INC COMMON STOCK USD.01,0.0396249100,2385417.5900000000
2021-02-28,EXTR,EXTREME NETWORKS INC COMMON STOCK USD.001,0.0395550300,2381210.5800000000
2021-02-28,PI,IMPINJ INC COMMON STOCK USD.001,0.0394095900,2372455.3900000000
2021-02-28,RWT,REDWOOD TRUST INC REIT USD.01,0.0393925600,2371430.1600000000
2021-02-28,AVIR,ATEA PHARMACEUTICALS INC COMMON STOCK USD.001,0.0393912800,2371353.1200000000
2021-02-28,AXL,AMERICAN AXLE + MFG HOLDINGS COMMON STOCK USD.01,0.0393694000,2370035.9100000000
2021-02-28,SBSI,SOUTHSIDE BANCSHARES INC COMMON STOCK USD1.25,0.0392322500,2361779.4200000000
2021-02-28,MATW,MATTHEWS INTL CORP CLASS A COMMON STOCK USD1.0,0.0391579500,2357306.7000000000
2021-02-28,PLOW,DOUGLAS DYNAMICS INC COMMON STOCK USD.01,0.0390474400,2350654.0200000000
2021-02-28,DENN,DENNY S CORP COMMON STOCK USD.01,0.0388896100,2341152.4500000000
2021-02-28,YMAB,Y MABS THERAPEUTICS INC COMMON STOCK USD.0001,0.0387133200,2330540.0500000000
2021-02-28,RAD,RITE AID CORP COMMON STOCK USD1.0,0.0386093900,2324283.0600000000
2021-02-28,INN,SUMMIT HOTEL PROPERTIES INC REIT,0.0385568800,2321122.0500000000
2021-02-28,GFF,GRIFFON CORP COMMON STOCK USD.25,0.0384863600,2316877.2000000000
2021-02-28,BKD,BROOKDALE SENIOR LIVING INC COMMON STOCK USD.01,0.0384380400,2313967.9800000000
2021-02-28,SAH,SONIC AUTOMOTIVE INC CLASS A COMMON STOCK USD.01,0.0384344800,2313753.6900000000
2021-02-28,OEC,ORION ENGINEERED CARBONS SA COMMON STOCK,0.0382990700,2305602.0000000000
2021-02-28,BALY,BALLY S CORP COMMON STOCK USD.01,0.0382965100,2305447.6800000000
2021-02-28,ENVA,ENOVA INTERNATIONAL INC COMMON STOCK USD.00001,0.0382725300,2304004.3000000000
2021-02-28,HIBB,HIBBETT SPORTS INC COMMON STOCK USD.01,0.0381888300,2298965.7600000000
2021-02-28,DHC,DIVERSIFIED HEALTHCARE TRUST REIT USD.01,0.0380927600,2293182.0000000000
2021-02-28,KRYS,KRYSTAL BIOTECH INC COMMON STOCK USD.00001,0.0380113800,2288283.3400000000
2021-02-28,MDGL,MADRIGAL PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0378326500,2277523.6700000000
2021-02-28,EVOP,EVO PAYMENTS INC CLASS A COMMON STOCK USD.0001,0.0376867500,2268740.6000000000
2021-02-28,SSP,EW SCRIPPS CO/THE A COMMON STOCK USD.01,0.0376828600,2268506.3400000000
2021-02-28,VECO,VEECO INSTRUMENTS INC COMMON STOCK USD.01,0.0376568200,2266938.5000000000
2021-02-28,BATRK,LIBERTY MEDIA CORP BRAVES C TRACKING STK,0.0375250700,2259007.3500000000
2021-02-28,MCRB,SERES THERAPEUTICS INC COMMON STOCK USD.001,0.0374383000,2253783.8400000000
2021-02-28,TBBK,BANCORP INC/THE COMMON STOCK USD1.0,0.0372860600,2244618.7200000000
2021-02-28,BHE,BENCHMARK ELECTRONICS INC COMMON STOCK USD.1,0.0372096900,2240021.6000000000
2021-02-28,ECPG,ENCORE CAPITAL GROUP INC COMMON STOCK USD.01,0.0372078200,2239908.6600000000
2021-02-28,NXGN,NEXTGEN HEALTHCARE INC COMMON STOCK USD.01,0.0371950100,2239138.0000000000
2021-02-28,EFSC,ENTERPRISE FINANCIAL SERVICE COMMON STOCK USD.01,0.0371600300,2237032.0000000000
2021-02-28,DCOM,DIME COMMUNITY BANCSHARES IN COMMON STOCK USD.01,0.0371577600,2236895.1900000000
2021-02-28,TVTY,TIVITY HEALTH INC COMMON STOCK USD.001,0.0371027300,2233582.4000000000
2021-02-28,GLNG,GOLAR LNG LTD COMMON STOCK USD1.0,0.0368843900,2220438.1700000000
2021-02-28,IMAX,IMAX CORP COMMON STOCK,0.0368115200,2216051.3700000000
2021-02-28,CWH,CAMPING WORLD HOLDINGS INC A COMMON STOCK USD.01,0.0368061300,2215727.0000000000
2021-02-28,INSG,INSEEGO CORP COMMON STOCK,0.0368029400,2215535.2700000000
2021-02-28,NK,NANTKWEST INC COMMON STOCK USD.0001,0.0367179700,2210419.9200000000
2021-02-28,CTS,CTS CORP COMMON STOCK,0.0367032200,2209532.1100000000
2021-02-28,GRPN,GROUPON INC COMMON STOCK USD.0001,0.0364185400,2192394.4000000000
2021-02-28,DBD,DIEBOLD NIXDORF INC COMMON STOCK USD1.25,0.0363996400,2191256.7600000000
2021-02-28,CERS,CERUS CORP COMMON STOCK USD.001,0.0363675000,2189321.3800000000
2021-02-28,SYBT,STOCK YARDS BANCORP INC COMMON STOCK,0.0362552200,2182562.4600000000
2021-02-28,KFRC,KFORCE INC COMMON STOCK USD.01,0.0362034900,2179448.0500000000
2021-02-28,SLP,SIMULATIONS PLUS INC COMMON STOCK USD.001,0.0359541500,2164437.8800000000
2021-02-28,VNDA,VANDA PHARMACEUTICALS INC COMMON STOCK USD.001,0.0358225900,2156518.1500000000
2021-02-28,GES,GUESS? INC COMMON STOCK USD.01,0.0357911100,2154623.0700000000
2021-02-28,HEES,H+E EQUIPMENT SERVICES INC COMMON STOCK USD.01,0.0356779400,2147810.1300000000
2021-02-28,MDP,MEREDITH CORP COMMON STOCK USD1.0,0.0354379000,2133359.7600000000
2021-02-28,HCC,WARRIOR MET COAL INC COMMON STOCK USD.01,0.0352349400,2121141.3300000000
2021-02-28,OFG,OFG BANCORP COMMON STOCK USD1.0,0.0351971600,2118866.9900000000
2021-02-28,PLCE,CHILDREN S PLACE INC/THE COMMON STOCK USD.1,0.0351771900,2117665.0000000000
2021-02-28,GTY,GETTY REALTY CORP REIT USD.01,0.0350731000,2111398.7800000000
2021-02-28,SLCA,US SILICA HOLDINGS INC COMMON STOCK USD.01,0.0350504300,2110034.3000000000
2021-02-28,INGN,INOGEN INC COMMON STOCK USD.001,0.0348910600,2100439.8400000000
2021-02-28,CHCT,COMMUNITY HEALTHCARE TRUST I REIT USD.01,0.0348405100,2097396.9900000000
2021-02-28,GABC,GERMAN AMERICAN BANCORP COMMON STOCK,0.0347322400,2090879.2000000000
2021-02-28,LRN,STRIDE INC COMMON STOCK USD.0001,0.0346771700,2087564.0500000000
2021-02-28,MRSN,MERSANA THERAPEUTICS INC COMMON STOCK USD.0001,0.0346217600,2084227.9200000000
2021-02-28,MYRG,MYR GROUP INC/DELAWARE COMMON STOCK USD.01,0.0345886000,2082231.9000000000
2021-02-28,KPTI,KARYOPHARM THERAPEUTICS INC COMMON STOCK USD.0001,0.0345481900,2079799.4400000000
2021-02-28,MRTN,MARTEN TRANSPORT LTD COMMON STOCK USD.01,0.0344663900,2074874.6600000000
2021-02-28,AFIN,AMERICAN FINANCE TRUST INC REIT,0.0344440900,2073532.3800000000
2021-02-28,APOG,APOGEE ENTERPRISES INC COMMON STOCK USD.333,0.0343875300,2070127.4000000000
2021-02-28,GLDD,GREAT LAKES DREDGE + DOCK CO COMMON STOCK USD.0001,0.0343438100,2067495.7100000000
2021-02-28,CHRS,COHERUS BIOSCIENCES INC COMMON STOCK USD.0001,0.0343360300,2067027.2000000000
2021-02-28,EIG,EMPLOYERS HOLDINGS INC COMMON STOCK USD.01,0.0342776700,2063513.9400000000
2021-02-28,CRY,CRYOLIFE INC COMMON STOCK USD.01,0.0342506900,2061889.7500000000
2021-02-28,SWBI,SMITH + WESSON BRANDS INC COMMON STOCK USD.001,0.0341993300,2058797.8800000000
2021-02-28,ICHR,ICHOR HOLDINGS LTD COMMON STOCK USD.0001,0.0341881400,2058124.3200000000
2021-02-28,SLQT,SELECTQUOTE INC COMMON STOCK USD.01,0.0340642700,2050667.5000000000
2021-02-28,ZUMZ,ZUMIEZ INC COMMON STOCK,0.0340144600,2047668.8400000000
2021-02-28,CHEF,CHEFS  WAREHOUSE INC/THE COMMON STOCK USD.01,0.0339478000,2043655.9200000000
2021-02-28,SNEX,STONEX GROUP INC COMMON STOCK USD.01,0.0338540900,2038014.6300000000
2021-02-28,ENTA,ENANTA PHARMACEUTICALS INC COMMON STOCK USD.01,0.0336146400,2023599.6000000000
2021-02-28,TCMD,TACTILE SYSTEMS TECHNOLOGY I COMMON STOCK USD.001,0.0335446000,2019383.5200000000
2021-02-28,DVAX,DYNAVAX TECHNOLOGIES CORP COMMON STOCK USD.001,0.0333761900,2009245.0000000000
2021-02-28,HFWA,HERITAGE FINANCIAL CORP COMMON STOCK,0.0332106200,1999277.5800000000
2021-02-28,NP,NEENAH INC COMMON STOCK USD.01,0.0331773200,1997273.2800000000
2021-02-28,PUMP,PROPETRO HOLDING CORP COMMON STOCK,0.0329276900,1982245.4000000000
2021-02-28,BHLB,BERKSHIRE HILLS BANCORP INC COMMON STOCK USD.01,0.0328273400,1976204.1600000000
2021-02-28,HMST,HOMESTREET INC COMMON STOCK,0.0328237500,1975988.1600000000
2021-02-28,BOOM,DMC GLOBAL INC COMMON STOCK USD.05,0.0328155200,1975492.3800000000
2021-02-28,GPRO,GOPRO INC CLASS A COMMON STOCK USD.0001,0.0328139600,1975398.7200000000
2021-02-28,HZO,MARINEMAX INC COMMON STOCK USD.001,0.0327539900,1971788.6500000000
2021-02-28,SIBN,SI BONE INC COMMON STOCK USD.0001,0.0324537400,1953713.6000000000
2021-02-28,CWEN.A,CLEARWAY ENERGY INC A COMMON STOCK USD.01,0.0324316700,1952385.1500000000
2021-02-28,TMDX,TRANSMEDICS GROUP INC COMMON STOCK,0.0323511100,1947534.9600000000
2021-02-28,BRBR,BELLRING BRANDS INC CLASS A COMMON STOCK USD.01,0.0323258300,1946013.4400000000
2021-02-28,KRNY,KEARNY FINANCIAL CORP/MD COMMON STOCK USD.01,0.0323102000,1945072.2000000000
2021-02-28,CSTL,CASTLE BIOSCIENCES INC COMMON STOCK USD.001,0.0322758900,1943007.1200000000
2021-02-28,NXRT,NEXPOINT RESIDENTIAL REIT USD.01,0.0322205200,1939673.5200000000
2021-02-28,VIVO,MERIDIAN BIOSCIENCE INC COMMON STOCK,0.0321939500,1938074.1200000000
2021-02-28,FFWM,FIRST FOUNDATION INC COMMON STOCK USD.001,0.0321270500,1934046.8500000000
2021-02-28,CSR,CENTERSPACE REIT,0.0321067800,1932826.6900000000
2021-02-28,PRDO,PERDOCEO EDUCATION CORP COMMON STOCK USD.01,0.0318753000,1918891.2600000000
2021-02-28,HTLD,HEARTLAND EXPRESS INC COMMON STOCK USD.01,0.0318584900,1917879.6000000000
2021-02-28,CRVL,CORVEL CORP COMMON STOCK USD.0001,0.0318511300,1917436.5000000000
2021-02-28,SCHN,SCHNITZER STEEL INDS INC A COMMON STOCK USD1.0,0.0318456800,1917108.1600000000
2021-02-28,RPT,RPT REALTY REIT USD.01,0.0317425100,1910897.2100000000
2021-02-28,CNDT,CONDUENT INC COMMON STOCK USD.01,0.0317311200,1910212.0400000000
2021-02-28,SGRY,SURGERY PARTNERS INC COMMON STOCK USD.01,0.0317235500,1909755.9500000000
2021-02-28,WNC,WABASH NATIONAL CORP COMMON STOCK USD.01,0.0316419400,1904843.0400000000
2021-02-28,SMP,STANDARD MOTOR PRODS COMMON STOCK USD2.0,0.0316359300,1904481.3400000000
2021-02-28,ATEC,ALPHATEC HOLDINGS INC COMMON STOCK USD.0001,0.0316062600,1902695.4000000000
2021-02-28,ATRI,ATRION CORPORATION COMMON STOCK USD.1,0.0315979600,1902195.6000000000
2021-02-28,MMI,MARCUS + MILLICHAP INC COMMON STOCK USD.0001,0.0313560100,1887630.1500000000
2021-02-28,NHC,NATIONAL HEALTHCARE CORP COMMON STOCK USD.01,0.0312917500,1883761.7500000000
2021-02-28,RYTM,RHYTHM PHARMACEUTICALS INC COMMON STOCK,0.0312865900,1883450.8800000000
2021-02-28,OFIX,ORTHOFIX MEDICAL INC COMMON STOCK USD.1,0.0311748600,1876725.0100000000
2021-02-28,VREX,VAREX IMAGING CORP COMMON STOCK USD.01,0.0311676900,1876293.1100000000
2021-02-28,COWN,COWEN INC   A COMMON STOCK USD.01,0.0311195300,1873394.4000000000
2021-02-28,NTUS,NATUS MEDICAL INC COMMON STOCK USD.001,0.0310993400,1872178.8700000000
2021-02-28,PING,PING IDENTITY HOLDING CORP COMMON STOCK USD.001,0.0310467200,1869011.1000000000
2021-02-28,LBRT,LIBERTY OILFIELD SERVICES  A COMMON STOCK,0.0310191100,1867348.9100000000
2021-02-28,IHRT,IHEARTMEDIA INC   CLASS A COMMON STOCK,0.0309722600,1864528.2600000000
2021-02-28,GPRE,GREEN PLAINS INC COMMON STOCK USD.001,0.0309505700,1863222.8400000000
2021-02-28,LMAT,LEMAITRE VASCULAR INC COMMON STOCK USD.01,0.0308767100,1858776.3000000000
2021-02-28,CNOB,CONNECTONE BANCORP INC COMMON STOCK,0.0308534800,1857377.8800000000
2021-02-28,SPNS,SAPIENS INTERNATIONAL CORP COMMON STOCK EUR.01,0.0307529500,1851325.8600000000
2021-02-28,ATNX,ATHENEX INC COMMON STOCK USD.001,0.0307028700,1848311.3000000000
2021-02-28,EPZM,EPIZYME INC COMMON STOCK USD.0001,0.0306853200,1847254.5700000000
2021-02-28,TRHC,TABULA RASA HEALTHCARE INC COMMON STOCK USD.0001,0.0306307700,1843970.7000000000
2021-02-28,CXW,CORECIVIC INC REIT USD.01,0.0305997100,1842100.8000000000
2021-02-28,BCOV,BRIGHTCOVE COMMON STOCK USD.001,0.0305922400,1841651.4600000000
2021-02-28,TPRE,THIRD POINT REINSURANCE LTD COMMON STOCK USD.1,0.0305764300,1840699.6400000000
2021-02-28,KROS,KEROS THERAPEUTICS INC COMMON STOCK USD.0001,0.0305762600,1840689.0500000000
2021-02-28,CRMT,AMERICA S CAR MART INC COMMON STOCK USD.01,0.0305140600,1836945.0000000000
2021-02-28,RDUS,RADIUS HEALTH INC COMMON STOCK USD.0001,0.0305127000,1836862.8300000000
2021-02-28,MCRI,MONARCH CASINO + RESORT INC COMMON STOCK USD.01,0.0304964800,1835886.4400000000
2021-02-28,GEO,GEO GROUP INC/THE REIT USD.01,0.0302707600,1822298.4000000000
2021-02-28,VVI,VIAD CORP COMMON STOCK USD1.5,0.0302610500,1821713.6000000000
2021-02-28,HY,HYSTER YALE MATERIALS COMMON STOCK USD.01,0.0302580100,1821530.6000000000
2021-02-28,ALEC,ALECTOR INC COMMON STOCK USD.0001,0.0301661400,1816000.2000000000
2021-02-28,VERI,VERITONE INC COMMON STOCK USD.001,0.0300712300,1810286.8000000000
2021-02-28,SCHL,SCHOLASTIC CORP COMMON STOCK USD.01,0.0300099100,1806595.2000000000
2021-02-28,BANC,BANC OF CALIFORNIA INC COMMON STOCK USD.01,0.0296639600,1785768.9600000000
2021-02-28,USCR,US CONCRETE INC COMMON STOCK USD.001,0.0294108700,1770532.7600000000
2021-02-28,REPL,REPLIMUNE GROUP INC COMMON STOCK USD.001,0.0293762700,1768450.2100000000
2021-02-28,MGPI,MGP INGREDIENTS INC COMMON STOCK,0.0293614800,1767559.6000000000
2021-02-28,KNL,KNOLL INC COMMON STOCK USD.01,0.0293070900,1764285.3200000000
2021-02-28,CRSR,CORSAIR GAMING INC COMMON STOCK,0.0292030800,1758023.6800000000
2021-02-28,WASH,WASHINGTON TRUST BANCORP COMMON STOCK USD.0625,0.0290884600,1751123.8500000000
2021-02-28,XPEL,XPEL INC COMMON STOCK,0.0290839100,1750850.2000000000
2021-02-28,ANDE,ANDERSONS INC/THE COMMON STOCK,0.0290532000,1749001.2600000000
2021-02-28,HNGR,HANGER INC COMMON STOCK USD.01,0.0289756500,1744332.8000000000
2021-02-28,COLL,COLLEGIUM PHARMACEUTICAL INC COMMON STOCK USD.001,0.0289295100,1741555.3400000000
2021-02-28,ADTN,ADTRAN INC COMMON STOCK USD.01,0.0288641200,1737618.5600000000
2021-02-28,PSN,PARSONS CORP COMMON STOCK USD1.0,0.0288425600,1736320.6800000000
2021-02-28,CHUY,CHUY S HOLDINGS INC COMMON STOCK USD.01,0.0287872000,1732988.0000000000
2021-02-28,RDNT,RADNET INC COMMON STOCK USD.0001,0.0287854200,1732880.5600000000
2021-02-28,CKH,SEACOR HOLDINGS INC COMMON STOCK USD.01,0.0287528800,1730922.1800000000
2021-02-28,AXGN,AXOGEN INC COMMON STOCK USD.01,0.0286778900,1726407.8000000000
2021-02-28,NARI,INARI MEDICAL INC COMMON STOCK USD.001,0.0286538200,1724958.6000000000
2021-02-28,NX,QUANEX BUILDING PRODUCTS COMMON STOCK USD.01,0.0286528400,1724899.6800000000
2021-02-28,PFBC,PREFERRED BANK/LOS ANGELES COMMON STOCK,0.0286371400,1723954.5500000000
2021-02-28,FDP,FRESH DEL MONTE PRODUCE INC COMMON STOCK USD.01,0.0285842500,1720770.4800000000
2021-02-28,FRO,FRONTLINE LTD COMMON STOCK USD1.0,0.0285373700,1717948.4300000000
2021-02-28,SRI,STONERIDGE INC COMMON STOCK,0.0285331800,1717695.8400000000
2021-02-28,UHT,UNIVERSAL HEALTH RLTY INCOME REIT USD.01,0.0285289300,1717439.8500000000
2021-02-28,CCF,CHASE CORP COMMON STOCK USD.1,0.0284636800,1713511.8400000000
2021-02-28,MYE,MYERS INDUSTRIES INC COMMON STOCK,0.0284300600,1711488.4200000000
2021-02-28,OPRX,OPTIMIZERX CORP COMMON STOCK USD.001,0.0283612200,1707343.9000000000
2021-02-28,NKTX,NKARTA INC COMMON STOCK,0.0283448100,1706356.2000000000
2021-02-28,KDMN,KADMON HOLDINGS INC COMMON STOCK USD.001,0.0282091600,1698189.8400000000
2021-02-28,NBR,NABORS INDUSTRIES LTD COMMON STOCK USD.001,0.0281840200,1696676.8400000000
2021-02-28,AGM,FEDERAL AGRIC MTG CORP CL C COMMON STOCK USD1.0,0.0281616500,1695330.0000000000
2021-02-28,EBSB,MERIDIAN BANCORP INC COMMON STOCK,0.0281528200,1694798.5000000000
2021-02-28,CARS,CARS.COM INC COMMON STOCK USD.01,0.0281423600,1694168.9100000000
2021-02-28,AEGN,AEGION CORP COMMON STOCK USD.01,0.0281237100,1693045.7500000000
2021-02-28,CLBK,COLUMBIA FINANCIAL INC COMMON STOCK USD.01,0.0280016800,1685699.7600000000
2021-02-28,BCOR,BLUCORA INC COMMON STOCK USD.0001,0.0279827000,1684557.0000000000
2021-02-28,CNST,CONSTELLATION PHARMACEUTICAL COMMON STOCK USD.0001,0.0279301600,1681394.4000000000
2021-02-28,CTRN,CITI TRENDS INC COMMON STOCK USD.01,0.0279071600,1680009.4100000000
2021-02-28,OSPN,ONESPAN INC COMMON STOCK USD.001,0.0278942700,1679233.6000000000
2021-02-28,DFIN,DONNELLEY FINANCIAL SOLUTION COMMON STOCK USD.01,0.0278926500,1679135.9300000000
2021-02-28,ALXO,ALX ONCOLOGY HOLDINGS INC COMMON STOCK USD.001,0.0278721200,1677900.4200000000
2021-02-28,UEIC,UNIVERSAL ELECTRONICS INC COMMON STOCK USD.01,0.0278239300,1674999.1500000000
2021-02-28,TBPH,THERAVANCE BIOPHARMA INC COMMON STOCK USD.00001,0.0277550500,1670852.5200000000
2021-02-28,CUBI,CUSTOMERS BANCORP INC COMMON STOCK USD1.0,0.0277226600,1668902.8200000000
2021-02-28,ARR,ARMOUR RESIDENTIAL REIT INC REIT USD.0001,0.0276369100,1663740.8700000000
2021-02-28,AMBC,AMBAC FINANCIAL GROUP INC COMMON STOCK USD.01,0.0276167000,1662523.8000000000
2021-02-28,DBI,DESIGNER BRANDS INC CLASS A COMMON STOCK,0.0276041700,1661769.5200000000
2021-02-28,AHCO,ADAPTHEALTH CORP COMMON STOCK,0.0275309900,1657364.5100000000
2021-02-28,LBAI,LAKELAND BANCORP INC COMMON STOCK,0.0274507000,1652530.8800000000
2021-02-28,ASIX,ADVANSIX INC COMMON STOCK USD.01,0.0273954900,1649207.2000000000
2021-02-28,FRG,FRANCHISE GROUP INC COMMON STOCK USD.01,0.0273682500,1647567.2800000000
2021-02-28,ANGO,ANGIODYNAMICS INC COMMON STOCK USD.01,0.0273474300,1646313.8500000000
2021-02-28,CBB,CINCINNATI BELL INC COMMON STOCK USD.01,0.0273149300,1644357.2000000000
2021-02-28,HBNC,HORIZON BANCORP INC/IN COMMON STOCK,0.0272736100,1641869.8000000000
2021-02-28,OSUR,ORASURE TECHNOLOGIES INC COMMON STOCK USD.000001,0.0272339200,1639480.8000000000
2021-02-28,RMAX,RE/MAX HOLDINGS INC CL A COMMON STOCK USD.0001,0.0272129700,1638219.2400000000
2021-02-28,CARA,CARA THERAPEUTICS INC COMMON STOCK USD.001,0.0271894200,1636801.6500000000
2021-02-28,ROAD,CONSTRUCTION PARTNERS INC A COMMON STOCK USD.001,0.0271824700,1636383.3600000000
2021-02-28,SP,SP PLUS CORP COMMON STOCK USD.001,0.0271510800,1634493.9000000000
2021-02-28,OBNK,ORIGIN BANCORP INC COMMON STOCK,0.0270346900,1627487.0400000000
2021-02-28,PLAB,PHOTRONICS INC COMMON STOCK USD.01,0.0270161400,1626370.0500000000
2021-02-28,JBSS,JOHN B. SANFILIPPO + SON INC COMMON STOCK USD.01,0.0270080000,1625880.3000000000
2021-02-28,ACCO,ACCO BRANDS CORP COMMON STOCK USD.01,0.0270014100,1625483.7000000000
2021-02-28,LC,LENDINGCLUB CORP COMMON STOCK USD.01,0.0269998000,1625386.8600000000
2021-02-28,GTHX,G1 THERAPEUTICS INC COMMON STOCK,0.0269524800,1622537.8000000000
2021-02-28,NEX,NEXTIER OILFIELD SOLUTIONS I COMMON STOCK USD.01,0.0269517200,1622491.9500000000
2021-02-28,STNG,SCORPIO TANKERS INC COMMON STOCK USD.01,0.0268686200,1617489.3600000000
2021-02-28,QADA,QAD INC A COMMON STOCK,0.0268584400,1616877.0000000000
2021-02-28,BMTC,BRYN MAWR BANK CORP COMMON STOCK USD1.0,0.0267763700,1611936.3000000000
2021-02-28,TGI,TRIUMPH GROUP INC COMMON STOCK USD.001,0.0267519500,1610465.8100000000
2021-02-28,HLIT,HARMONIC INC COMMON STOCK USD.001,0.0267507600,1610394.6200000000
2021-02-28,IMKTA,INGLES MARKETS INC CLASS A COMMON STOCK USD.05,0.0266817400,1606239.4800000000
2021-02-28,STOK,STOKE THERAPEUTICS INC COMMON STOCK,0.0266590300,1604872.3300000000
2021-02-28,AAN,AARON S CO INC/THE COMMON STOCK USD.5,0.0266456700,1604068.2000000000
2021-02-28,XENT,INTERSECT ENT INC COMMON STOCK USD.001,0.0266005700,1601353.2400000000
2021-02-28,PTGX,PROTAGONIST THERAPEUTICS INC COMMON STOCK USD.00001,0.0265988800,1601251.5200000000
2021-02-28,RUTH,RUTH S HOSPITALITY GROUP INC COMMON STOCK USD.01,0.0265356500,1597444.6400000000
2021-02-28,TCX,TUCOWS INC CLASS A COMMON STOCK,0.0265307900,1597152.2400000000
2021-02-28,AGX,ARGAN INC COMMON STOCK USD.15,0.0265280700,1596988.5400000000
2021-02-28,AHH,ARMADA HOFFLER PROPERTIES IN REIT USD.01,0.0265247100,1596786.2600000000
2021-02-28,PETQ,PETIQ INC COMMON STOCK USD.001,0.0264457300,1592031.4200000000
2021-02-28,WETF,WISDOMTREE INVESTMENTS INC COMMON STOCK USD.01,0.0264442000,1591939.8000000000
2021-02-28,PSNL,PERSONALIS INC COMMON STOCK,0.0264119100,1589995.5900000000
2021-02-28,TBI,TRUEBLUE INC COMMON STOCK,0.0263368200,1585475.4500000000
2021-02-28,AOSL,ALPHA + OMEGA SEMICONDUCTOR COMMON STOCK,0.0262621700,1580981.1300000000
2021-02-28,ECHO,ECHO GLOBAL LOGISTICS INC COMMON STOCK USD.0001,0.0261935100,1576848.1400000000
2021-02-28,VERU,VERU INC COMMON STOCK USD.01,0.0261765300,1575825.5000000000
2021-02-28,WOW,WIDEOPENWEST INC COMMON STOCK USD.01,0.0261694300,1575398.4000000000
2021-02-28,CYH,COMMUNITY HEALTH SYSTEMS INC COMMON STOCK USD.01,0.0261535200,1574440.8000000000
2021-02-28,SRCE,1ST SOURCE CORP COMMON STOCK,0.0261304100,1573049.6100000000
2021-02-28,CAI,CAI INTERNATIONAL INC COMMON STOCK USD.0001,0.0260864700,1570404.0000000000
2021-02-28,UVSP,UNIVEST FINANCIAL CORP COMMON STOCK USD5.0,0.0260553400,1568530.0500000000
2021-02-28,TILE,INTERFACE INC COMMON STOCK USD.1,0.0260465400,1568000.1600000000
2021-02-28,ARCH,ARCH RESOURCES INC COMMON STOCK USD.01,0.0260105500,1565833.9200000000
2021-02-28,INVA,INNOVIVA INC COMMON STOCK USD.01,0.0258622000,1556903.1600000000
2021-02-28,SCSC,SCANSOURCE INC COMMON STOCK,0.0258506600,1556208.3600000000
2021-02-28,ORIC,ORIC PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0258086100,1553677.2000000000
2021-02-28,SPWH,SPORTSMAN S WAREHOUSE HOLDIN COMMON STOCK USD.01,0.0257510700,1550213.2800000000
2021-02-28,SFL,SFL CORP LTD COMMON STOCK USD.01,0.0257259500,1548700.9200000000
2021-02-28,FLWS,1 800 FLOWERS.COM INC CL A COMMON STOCK USD.01,0.0257155600,1548075.4800000000
2021-02-28,KIDS,ORTHOPEDIATRICS CORP COMMON STOCK USD.00025,0.0256595500,1544703.4400000000
2021-02-28,FOSL,FOSSIL GROUP INC COMMON STOCK USD.01,0.0256419500,1543644.1200000000
2021-02-28,ABTX,ALLEGIANCE BANCSHARES INC COMMON STOCK USD1.0,0.0255901400,1540525.0500000000
2021-02-28,ARQT,ARCUTIS BIOTHERAPEUTICS INC COMMON STOCK USD.0001,0.0255753000,1539631.8600000000
2021-02-28,CIR,CIRCOR INTERNATIONAL INC COMMON STOCK USD.01,0.0255144100,1535966.1300000000
2021-02-28,ERII,ENERGY RECOVERY INC COMMON STOCK USD.001,0.0255027700,1535265.6000000000
